domain_name,response_code,blockpage,cloudflare_blockpage,number_of_script_tags,dns_name,address,ip_response_code,ip_blockpage,ip_cloudflare_blockpage,ip_number_of_script_tags,default_dns,isp_name_speedtest,time_date,domain_is_live_anywhere,domain_request_works,ip_is_live_anywhere,ip_is_live_in_other_ISPs,ip_request_works,default_dns_returns_different_ip_addresses,default_dns_returns_different_script_tags,public_dns_ips_not_mode
http://clouddoc-authorize.firebaseapp.com,ERROR,0,0,,Cloudflare,151.101.65.195,ERROR,False,False,,0,Australian Academic and Research Network,8/06/2021 16:48,True,False,False,False,False,False,False,False
http://clouddoc-authorize.firebaseapp.com,200,0,0,3.0,MyDNS,151.101.65.195,ERROR,False,False,,1,Optus,8/06/2021 16:57,True,True,False,False,False,False,False,False
http://clouddoc-authorize.firebaseapp.com,200,0,0,3.0,MyDNS,151.101.1.195,ERROR,False,False,,1,Optus,8/06/2021 16:57,True,True,False,False,False,False,False,False
http://clouddoc-authorize.firebaseapp.com,200,0,0,3.0,GoogleDNS,151.101.1.195,ERROR,False,False,,0,Optus,8/06/2021 16:57,True,True,False,False,False,False,False,False
http://clouddoc-authorize.firebaseapp.com,200,0,0,3.0,GoogleDNS,151.101.65.195,ERROR,False,False,,0,Optus,8/06/2021 16:57,True,True,False,False,False,False,False,False
http://clouddoc-authorize.firebaseapp.com,200,0,0,3.0,Cloudflare,151.101.1.195,ERROR,False,False,,0,Optus,8/06/2021 16:57,True,True,False,False,False,False,False,False
http://clouddoc-authorize.firebaseapp.com,200,0,0,3.0,Cloudflare,151.101.65.195,ERROR,False,False,,0,Optus,8/06/2021 16:57,True,True,False,False,False,False,False,False
http://laraccount.com/,200,0,0,20.0,MyDNS,66.235.200.145,403,False,True,1.0,1,Optus,8/06/2021 14:43,True,True,False,False,False,False,False,False
http://laraccount.com/,200,0,0,20.0,GoogleDNS,66.235.200.145,403,False,True,1.0,0,Optus,8/06/2021 14:43,True,True,False,False,False,False,False,False
http://laraccount.com/,200,0,0,20.0,Cloudflare,66.235.200.145,403,False,True,1.0,0,Optus,8/06/2021 14:43,True,True,False,False,False,False,False,False
http://laraccount.com/,ERROR,0,0,,MyDNS,66.235.200.145,403,False,True,1.0,1,Australian Academic and Research Network,8/06/2021 15:10,True,False,False,False,False,False,False,False
http://laraccount.com/,ERROR,0,0,,GoogleDNS,66.235.200.145,403,False,True,1.0,0,Australian Academic and Research Network,8/06/2021 15:10,True,False,False,False,False,False,False,False
http://laraccount.com/,ERROR,0,0,,Cloudflare,66.235.200.145,403,False,True,1.0,0,Australian Academic and Research Network,8/06/2021 15:10,True,False,False,False,False,False,False,False
http://laraccount.com/,200,0,0,20.0,MyDNS,66.235.200.145,403,False,True,1.0,1,Telstra Internet,8/06/2021 15:39,True,True,False,False,False,False,False,False
http://laraccount.com/,200,0,0,20.0,GoogleDNS,66.235.200.145,403,False,True,1.0,0,Telstra Internet,8/06/2021 15:39,True,True,False,False,False,False,False,False
http://laraccount.com/,200,0,0,20.0,Cloudflare,66.235.200.145,403,False,True,1.0,0,Telstra Internet,8/06/2021 15:39,True,True,False,False,False,False,False,False
http://login.outlook.tx7.fr,200,0,0,5.0,MyDNS,212.129.37.99,200,False,False,5.0,1,Optus,8/06/2021 14:43,True,True,True,True,True,False,False,False
http://login.outlook.tx7.fr,200,0,0,5.0,GoogleDNS,212.129.37.99,200,False,False,5.0,0,Optus,8/06/2021 14:43,True,True,True,True,True,False,False,False
http://login.outlook.tx7.fr,200,0,0,5.0,Cloudflare,212.129.37.99,200,False,False,5.0,0,Optus,8/06/2021 14:43,True,True,True,True,True,False,False,False
http://login.outlook.tx7.fr,200,0,0,5.0,MyDNS,212.129.37.99,200,False,False,5.0,1,Australian Academic and Research Network,8/06/2021 15:10,True,True,True,True,True,False,False,False
http://login.outlook.tx7.fr,200,0,0,5.0,GoogleDNS,212.129.37.99,200,False,False,5.0,0,Australian Academic and Research Network,8/06/2021 15:10,True,True,True,True,True,False,False,False
http://login.outlook.tx7.fr,200,0,0,5.0,Cloudflare,212.129.37.99,200,False,False,5.0,0,Australian Academic and Research Network,8/06/2021 15:10,True,True,True,True,True,False,False,False
http://login.outlook.tx7.fr,200,0,0,5.0,MyDNS,212.129.37.99,200,False,False,5.0,1,Telstra Internet,8/06/2021 15:39,True,True,True,True,True,False,False,False
http://login.outlook.tx7.fr,200,0,0,5.0,GoogleDNS,212.129.37.99,200,False,False,5.0,0,Telstra Internet,8/06/2021 15:39,True,True,True,True,True,False,False,False
